平均加速度 > 0.01 的文件索引列表
============================================================

总文件数: 23161
符合条件的文件数: 6154

索引       平均加速度           文件名
20140    0.014007        us-pa-pittsburgh-hazelwood_a93e298a53525b51.npz
11201    0.014006        us-ma-boston_c7e1e7a697065503.npz
20897    0.013999        us-pa-pittsburgh-hazelwood_be37985f41f351b6.npz
8625     0.013992        us-ma-boston_3fb72bec01b15e68.npz
10774    0.013991        us-ma-boston_b34fbe0ffa4255ad.npz
2638     0.013990        sg-one-north_58c57cd33ddb51bb.npz
3491     0.013985        sg-one-north_7732cd6deec85b79.npz
8758     0.013985        us-ma-boston_47f5fc0baa8b577a.npz
19130    0.013983        us-pa-pittsburgh-hazelwood_8ca7ed53cbee5a7f.npz
18191    0.013982        us-pa-pittsburgh-hazelwood_7251de8e71a55503.npz
21719    0.013981        us-pa-pittsburgh-hazelwood_d76a810c66fa5ad0.npz
1355     0.013977        sg-one-north_2d6122ed783056b6.npz
21772    0.013977        us-pa-pittsburgh-hazelwood_d8f38458284252b0.npz
16516    0.013975        us-pa-pittsburgh-hazelwood_43b5cade6c325ea1.npz
18602    0.013974        us-pa-pittsburgh-hazelwood_7e944abae3df578e.npz
9230     0.013969        us-ma-boston_619f3d574b615d69.npz
1412     0.013969        sg-one-north_2efff90f8cef5fb7.npz
19583    0.013968        us-pa-pittsburgh-hazelwood_9933f8ce97fc5159.npz
2562     0.013966        sg-one-north_5663fc001828542c.npz
16671    0.013965        us-pa-pittsburgh-hazelwood_47e673477fc65750.npz
21816    0.013964        us-pa-pittsburgh-hazelwood_d9e3f3481b905ebf.npz
17204    0.013963        us-pa-pittsburgh-hazelwood_561f57ad3199518b.npz
15160    0.013963        us-pa-pittsburgh-hazelwood_1d375b3210655b30.npz
20938    0.013962        us-pa-pittsburgh-hazelwood_bf501fcddc655b26.npz
12442    0.013960        us-nv-las-vegas-strip_1b3087c028795ad1.npz
16564    0.013960        us-pa-pittsburgh-hazelwood_453e057f45c95ae7.npz
20008    0.013953        us-pa-pittsburgh-hazelwood_a50fcdce8d7f5972.npz
9865     0.013953        us-ma-boston_834cc63a6bc657fc.npz
2434     0.013950        sg-one-north_5208ffefc5fd5efa.npz
22946    0.013949        us-pa-pittsburgh-hazelwood_fa56f26a92c55b63.npz
22022    0.013948        us-pa-pittsburgh-hazelwood_e023f35d0d365f10.npz
19127    0.013947        us-pa-pittsburgh-hazelwood_8c977d105b7e5349.npz
7114     0.013945        sg-one-north_f3787ea11c135820.npz
8056     0.013941        us-ma-boston_20fa28d5ba08506b.npz
8888     0.013941        us-ma-boston_4ea10d1bb454563d.npz
8827     0.013940        us-ma-boston_4c2882c52213558a.npz
21622    0.013938        us-pa-pittsburgh-hazelwood_d4e50321e5ba5f0d.npz
4985     0.013938        sg-one-north_abb10d22e1c4505c.npz
19537    0.013932        us-pa-pittsburgh-hazelwood_97ff4e6e16145934.npz
17701    0.013929        us-pa-pittsburgh-hazelwood_63add9dac72d53fa.npz
9531     0.013927        us-ma-boston_722d0fa533ff5591.npz
21593    0.013927        us-pa-pittsburgh-hazelwood_d41973124db65285.npz
15727    0.013926        us-pa-pittsburgh-hazelwood_2da9f3edba8056f8.npz
9228     0.013924        us-ma-boston_619226a1d8855ca7.npz
16764    0.013919        us-pa-pittsburgh-hazelwood_4a27979e41a558aa.npz
808      0.013919        sg-one-north_1c0b8f339ce55638.npz
21282    0.013916        us-pa-pittsburgh-hazelwood_caa8865267935dc7.npz
19489    0.013914        us-pa-pittsburgh-hazelwood_9666b8068c7c54b8.npz
9536     0.013914        us-ma-boston_7248cf8769bb5301.npz
1157     0.013912        sg-one-north_26c3024918eb51f8.npz
15365    0.013911        us-pa-pittsburgh-hazelwood_2320516a6c4b5bc7.npz
12028    0.013910        us-ma-boston_f5030838426155b0.npz
7505     0.013909        us-ma-boston_0236c201d4685082.npz
21967    0.013908        us-pa-pittsburgh-hazelwood_de95d0e6790b53ed.npz
20359    0.013904        us-pa-pittsburgh-hazelwood_af7fa75ecdd05c45.npz
13562    0.013904        us-nv-las-vegas-strip_b4d89e53ed075a47.npz
19265    0.013903        us-pa-pittsburgh-hazelwood_90ecb1f6c0915a6b.npz
10407    0.013902        us-ma-boston_9ff72128cc1851ed.npz
9087     0.013901        us-ma-boston_59c4a028eb4f51ad.npz
9948     0.013901        us-ma-boston_8713472d15be5e0c.npz
12398    0.013892        us-nv-las-vegas-strip_13ac501a14b256b5.npz
11977    0.013890        us-ma-boston_f1d0e961a52b5b8c.npz
5017     0.013889        sg-one-north_acbda285d2cc552c.npz
19531    0.013887        us-pa-pittsburgh-hazelwood_97d77d9720af58e7.npz
8698     0.013886        us-ma-boston_4408771ed8fb5248.npz
6449     0.013886        sg-one-north_dd4d73c0944553b4.npz
13931    0.013886        us-nv-las-vegas-strip_e6a45a8627b45be2.npz
18960    0.013884        us-pa-pittsburgh-hazelwood_887f5919dff35773.npz
22193    0.013883        us-pa-pittsburgh-hazelwood_e51da8f5a269596f.npz
11973    0.013881        us-ma-boston_f1a41ff1c26c56e3.npz
9908     0.013880        us-ma-boston_8532ee614e895801.npz
7732     0.013877        us-ma-boston_0f7dfbf2c09c51a3.npz
21284    0.013877        us-pa-pittsburgh-hazelwood_caae2aa84e975c97.npz
12958    0.013876        us-nv-las-vegas-strip_62332cf154ef533d.npz
9490     0.013873        us-ma-boston_6fafd42f57a250de.npz
4009     0.013870        sg-one-north_898a4b0efbb051eb.npz
18008    0.013869        us-pa-pittsburgh-hazelwood_6c356bb0b7a15c2d.npz
18949    0.013868        us-pa-pittsburgh-hazelwood_885cfd0baaa15f40.npz
2443     0.013864        sg-one-north_524c09e233105250.npz
19538    0.013858        us-pa-pittsburgh-hazelwood_980728c66c025383.npz
730      0.013855        sg-one-north_198f017a7b105c09.npz
14023    0.013854        us-nv-las-vegas-strip_f2f608169dc754ea.npz
14262    0.013853        us-pa-pittsburgh-hazelwood_037c501af7015da7.npz
17338    0.013850        us-pa-pittsburgh-hazelwood_5a0ac7722e1a5f16.npz
18902    0.013848        us-pa-pittsburgh-hazelwood_86f57d39734c51af.npz
18279    0.013847        us-pa-pittsburgh-hazelwood_7535315afa8e5765.npz
5876     0.013842        sg-one-north_c8a0bc27f5b558e0.npz
16696    0.013840        us-pa-pittsburgh-hazelwood_487200ecc67d5364.npz
9079     0.013838        us-ma-boston_5913e46dea9f5bbf.npz
9791     0.013837        us-ma-boston_7f38da0930eb52ac.npz
21802    0.013830        us-pa-pittsburgh-hazelwood_d9ac446311755c53.npz
19098    0.013828        us-pa-pittsburgh-hazelwood_8bf2e363d9675853.npz
8772     0.013827        us-ma-boston_48cb9757eccf51e1.npz
72       0.013823        sg-one-north_02e38e347e3959b8.npz
11872    0.013822        us-ma-boston_ec6c91d34a095005.npz
21374    0.013822        us-pa-pittsburgh-hazelwood_cd438201618353a2.npz
14257    0.013821        us-pa-pittsburgh-hazelwood_035dc8547cbb56bc.npz
22769    0.013819        us-pa-pittsburgh-hazelwood_f581f98e766952d0.npz
16207    0.013818        us-pa-pittsburgh-hazelwood_3ab5a4ecb0b45670.npz
5055     0.013816        sg-one-north_adf7d3aeffba5516.npz
2561     0.013815        sg-one-north_565896e8a76b5d70.npz
19335    0.013814        us-pa-pittsburgh-hazelwood_92a293948ca051d7.npz
9573     0.013812        us-ma-boston_74ab7eeee98e52ff.npz
19948    0.013811        us-pa-pittsburgh-hazelwood_a37f37b406135d0b.npz
21485    0.013810        us-pa-pittsburgh-hazelwood_d080e0b3308359db.npz
18685    0.013806        us-pa-pittsburgh-hazelwood_80fd92b82685564f.npz
18173    0.013806        us-pa-pittsburgh-hazelwood_71a214c4903e515a.npz
6504     0.013804        sg-one-north_df0478bcd002528a.npz
2381     0.013800        sg-one-north_5026bb9b58795093.npz
15110    0.013797        us-pa-pittsburgh-hazelwood_1be95e09aedf578d.npz
4559     0.013797        sg-one-north_9c1965f755785cbc.npz
9291     0.013796        us-ma-boston_650e104d9dc4520a.npz
15120    0.013796        us-pa-pittsburgh-hazelwood_1c283ce3e8bf50f2.npz
19574    0.013794        us-pa-pittsburgh-hazelwood_98f9b92ae21054fe.npz
8761     0.013791        us-ma-boston_483faaed808a5fc3.npz
7978     0.013790        us-ma-boston_1d2d0b51b3795746.npz
19830    0.013786        us-pa-pittsburgh-hazelwood_a0a472d8415d540a.npz
18275    0.013786        us-pa-pittsburgh-hazelwood_75052c984bae5b3b.npz
16046    0.013785        us-pa-pittsburgh-hazelwood_363d757df4e85377.npz
15531    0.013783        us-pa-pittsburgh-hazelwood_274cb5bfb94c5659.npz
9037     0.013781        us-ma-boston_56ad86c871c05175.npz
10704    0.013779        us-ma-boston_afe1bbbff6145263.npz
12064    0.013777        us-ma-boston_f6b5ad00f8765765.npz
10526    0.013777        us-ma-boston_a63da5541b48574a.npz
7471     0.013775        sg-one-north_fffc72fb4e19594b.npz
22765    0.013773        us-pa-pittsburgh-hazelwood_f564d820604b54b1.npz
17354    0.013769        us-pa-pittsburgh-hazelwood_5a60ec82f71f5abd.npz
7499     0.013767        us-ma-boston_01bd31c56f1552ae.npz
14156    0.013765        us-pa-pittsburgh-hazelwood_00db31d6dab8519b.npz
21574    0.013763        us-pa-pittsburgh-hazelwood_d395f520ff6751b4.npz
18360    0.013762        us-pa-pittsburgh-hazelwood_7737c4d30b2a5906.npz
9069     0.013762        us-ma-boston_586bea75009352eb.npz
11431    0.013758        us-ma-boston_d557b32bb5745b52.npz
7141     0.013754        sg-one-north_f43501cdc40155fb.npz
8297     0.013751        us-ma-boston_2d7c9574f03a5b73.npz
15599    0.013746        us-pa-pittsburgh-hazelwood_296d8c7194845269.npz
18921    0.013745        us-pa-pittsburgh-hazelwood_87738041e0e5563b.npz
5405     0.013744        sg-one-north_b9ccf84d106c5570.npz
21078    0.013744        us-pa-pittsburgh-hazelwood_c3fff72b4a6e50a3.npz
11109    0.013742        us-ma-boston_c3b61c12e79e5eb3.npz
19421    0.013739        us-pa-pittsburgh-hazelwood_9507c577f821593a.npz
15331    0.013738        us-pa-pittsburgh-hazelwood_22474303d9b05435.npz
17995    0.013737        us-pa-pittsburgh-hazelwood_6bb4a2a84e2557d1.npz
19601    0.013735        us-pa-pittsburgh-hazelwood_998b5c881aea53d6.npz
15702    0.013732        us-pa-pittsburgh-hazelwood_2cdd3a1befcd5f23.npz
21843    0.013732        us-pa-pittsburgh-hazelwood_daeea0b75aa75e24.npz
14962    0.013730        us-pa-pittsburgh-hazelwood_17a9761da5525b14.npz
17850    0.013728        us-pa-pittsburgh-hazelwood_67c978779298591e.npz
7539     0.013724        us-ma-boston_045d0324272b586c.npz
4922     0.013722        sg-one-north_a95a02c09f0856bb.npz
15803    0.013715        us-pa-pittsburgh-hazelwood_2ffce4a316e35b5f.npz
18662    0.013713        us-pa-pittsburgh-hazelwood_802c041d314c5468.npz
16638    0.013713        us-pa-pittsburgh-hazelwood_472aa7beae865ab9.npz
20928    0.013712        us-pa-pittsburgh-hazelwood_bf15d8c11b8e5ddc.npz
15859    0.013710        us-pa-pittsburgh-hazelwood_317b4d55f83a55cd.npz
15194    0.013710        us-pa-pittsburgh-hazelwood_1e4aebec7eea58ab.npz
7881     0.013706        us-ma-boston_17d413ea8db6559b.npz
16512    0.013701        us-pa-pittsburgh-hazelwood_43a215fb9dbd51bf.npz
17957    0.013699        us-pa-pittsburgh-hazelwood_6add50f2eb89524f.npz
10911    0.013695        us-ma-boston_ba7220b8a97f5d84.npz
14747    0.013691        us-pa-pittsburgh-hazelwood_11a5a71559da51c7.npz
16064    0.013687        us-pa-pittsburgh-hazelwood_36c2df305f3c53ec.npz
19270    0.013685        us-pa-pittsburgh-hazelwood_9119b97229535db9.npz
8127     0.013685        us-ma-boston_248186fdaca455cb.npz
17858    0.013682        us-pa-pittsburgh-hazelwood_68161940ff3155bb.npz
8765     0.013681        us-ma-boston_489067c434725eda.npz
21315    0.013679        us-pa-pittsburgh-hazelwood_cb8059a859b25dc6.npz
15323    0.013678        us-pa-pittsburgh-hazelwood_220936d4b58f533b.npz
9829     0.013674        us-ma-boston_813a5c1510a557b9.npz
15612    0.013670        us-pa-pittsburgh-hazelwood_29e550bcb2a055bf.npz
14960    0.013667        us-pa-pittsburgh-hazelwood_1794ed95bfa15977.npz
21855    0.013666        us-pa-pittsburgh-hazelwood_db209a4598a859be.npz
19732    0.013659        us-pa-pittsburgh-hazelwood_9d584a4eda175ab9.npz
18355    0.013659        us-pa-pittsburgh-hazelwood_770de1285117599e.npz
8069     0.013658        us-ma-boston_216bb2ccfbc65c93.npz
19272    0.013655        us-pa-pittsburgh-hazelwood_9123acf6455153ec.npz
14631    0.013655        us-pa-pittsburgh-hazelwood_0e162616921054ae.npz
11566    0.013653        us-ma-boston_dc0525d3f0445fab.npz
11863    0.013651        us-ma-boston_ec31e8377d7b561a.npz
1986     0.013651        sg-one-north_421bb5d91f875d44.npz
17235    0.013649        us-pa-pittsburgh-hazelwood_56c3cbeac9025ce1.npz
21030    0.013647        us-pa-pittsburgh-hazelwood_c24a3535eff95008.npz
21640    0.013644        us-pa-pittsburgh-hazelwood_d5760928f08c569c.npz
21371    0.013643        us-pa-pittsburgh-hazelwood_cd324b0565565397.npz
21984    0.013642        us-pa-pittsburgh-hazelwood_df2a7b98eb0751f5.npz
14348    0.013640        us-pa-pittsburgh-hazelwood_057c9998a880549b.npz
20806    0.013636        us-pa-pittsburgh-hazelwood_bbcf4dd0c9f65e2e.npz
16110    0.013636        us-pa-pittsburgh-hazelwood_3839350b1b7b5f79.npz
7668     0.013633        us-ma-boston_0b90785d5ad15632.npz
20809    0.013632        us-pa-pittsburgh-hazelwood_bbed385504765f59.npz
8089     0.013628        us-ma-boston_227cb7d0917d5422.npz
8294     0.013626        us-ma-boston_2d6da21238645e9a.npz
19373    0.013626        us-pa-pittsburgh-hazelwood_93c06750a9385a77.npz
19383    0.013625        us-pa-pittsburgh-hazelwood_93fb129661625c6f.npz
18389    0.013620        us-pa-pittsburgh-hazelwood_783110c5c62d568c.npz
4957     0.013619        sg-one-north_aa4eed0994315dae.npz
6071     0.013619        sg-one-north_d01c371c3e1e563c.npz
10387    0.013618        us-ma-boston_9eef9f3d785f5f84.npz
17132    0.013617        us-pa-pittsburgh-hazelwood_54208d1f1e195fac.npz
9664     0.013615        us-ma-boston_78d91258741a5019.npz
8468     0.013613        us-ma-boston_35e8453d6d4a5cac.npz
17930    0.013611        us-pa-pittsburgh-hazelwood_6a117e271c305e16.npz
5371     0.013610        sg-one-north_b8b741d6482b5e39.npz
22955    0.013605        us-pa-pittsburgh-hazelwood_fa82c03f5b595f2c.npz
7794     0.013604        us-ma-boston_13d27b6038615a14.npz
16206    0.013603        us-pa-pittsburgh-hazelwood_3aaa5bb30663555b.npz
17125    0.013602        us-pa-pittsburgh-hazelwood_540b403911df5fec.npz
1762     0.013601        sg-one-north_3a57d553e1f750db.npz
20529    0.013599        us-pa-pittsburgh-hazelwood_b4014fd363e35c90.npz
12873    0.013598        us-nv-las-vegas-strip_55c304790af55533.npz
17861    0.013597        us-pa-pittsburgh-hazelwood_682b57df21d9524d.npz
18435    0.013596        us-pa-pittsburgh-hazelwood_7a08f0ce09845cba.npz
2825     0.013596        sg-one-north_5eda418a896a5a9f.npz
22436    0.013590        us-pa-pittsburgh-hazelwood_ec2cf8242431576c.npz
22183    0.013590        us-pa-pittsburgh-hazelwood_e4b6e10a82fb53d0.npz
643      0.013587        sg-one-north_167a04881b015398.npz
18471    0.013585        us-pa-pittsburgh-hazelwood_7b323f3b54a45fc8.npz
20292    0.013581        us-pa-pittsburgh-hazelwood_ad9f7a0ea1285e75.npz
12670    0.013580        us-nv-las-vegas-strip_39cdb2d391fd5ebb.npz
11677    0.013578        us-ma-boston_e28768c514515411.npz
9312     0.013574        us-ma-boston_662221f9c6835bb7.npz
18678    0.013572        us-pa-pittsburgh-hazelwood_80e39514738953d1.npz
588      0.013568        sg-one-north_1490f50d4cf05469.npz
9578     0.013566        us-ma-boston_74c4f32811a6541d.npz
2869     0.013565        sg-one-north_60a18fad7e555869.npz
18798    0.013564        us-pa-pittsburgh-hazelwood_8410d0ecdb5b5df9.npz
18802    0.013561        us-pa-pittsburgh-hazelwood_841f613248c65490.npz
16629    0.013560        us-pa-pittsburgh-hazelwood_46d5c19543985bd1.npz
22452    0.013559        us-pa-pittsburgh-hazelwood_ecb77f7c081c5614.npz
22979    0.013558        us-pa-pittsburgh-hazelwood_fafe0c117f07514c.npz
388      0.013558        sg-one-north_0e21a8b159395896.npz
18558    0.013557        us-pa-pittsburgh-hazelwood_7d4ee199760152b5.npz
12080    0.013554        us-ma-boston_f75c802cea085aeb.npz
21627    0.013554        us-pa-pittsburgh-hazelwood_d503a3decd9c5c59.npz
19138    0.013553        us-pa-pittsburgh-hazelwood_8d14d92ab0ad5504.npz
10587    0.013549        us-ma-boston_a98af1396c205a37.npz
18207    0.013549        us-pa-pittsburgh-hazelwood_72c626d416a7541a.npz
9099     0.013545        us-ma-boston_5a6423b1c56c5c24.npz
14198    0.013545        us-pa-pittsburgh-hazelwood_01e2b94dd909568e.npz
14830    0.013539        us-pa-pittsburgh-hazelwood_13d5b951b71e503d.npz
16961    0.013539        us-pa-pittsburgh-hazelwood_4f466e0056ff5f83.npz
1869     0.013533        sg-one-north_3e02f10c885f530b.npz
1963     0.013531        sg-one-north_4123f067ae8c5ab8.npz
17736    0.013531        us-pa-pittsburgh-hazelwood_64f1492ec9465e48.npz
17042    0.013530        us-pa-pittsburgh-hazelwood_51ad2e0dbb7a580a.npz
9011     0.013529        us-ma-boston_557e2ca107235d9d.npz
8312     0.013525        us-ma-boston_2e2d57cef7915d54.npz
12034    0.013524        us-ma-boston_f53e0538867954bd.npz
6557     0.013524        sg-one-north_e1084baa63fa5641.npz
22850    0.013516        us-pa-pittsburgh-hazelwood_f775c4ac3f795738.npz
20927    0.013515        us-pa-pittsburgh-hazelwood_bf13e6de9b3257b8.npz
21200    0.013514        us-pa-pittsburgh-hazelwood_c7e5c1d72a435737.npz
13900    0.013512        us-nv-las-vegas-strip_e1b40e113f8257b0.npz
1415     0.013512        sg-one-north_2f20086035635cf6.npz
22400    0.013508        us-pa-pittsburgh-hazelwood_eab11b4bf56551d8.npz
16534    0.013507        us-pa-pittsburgh-hazelwood_4474216d755d5c2d.npz
17459    0.013503        us-pa-pittsburgh-hazelwood_5ce4aeb1e1955528.npz
17119    0.013502        us-pa-pittsburgh-hazelwood_53d77bc8b3ad5530.npz
20147    0.013501        us-pa-pittsburgh-hazelwood_a973a95f65ea51b7.npz
12176    0.013500        us-ma-boston_fcbf4e2caa025df2.npz
9321     0.013500        us-ma-boston_6692b82035995e79.npz
17407    0.013498        us-pa-pittsburgh-hazelwood_5b705fcf76195a60.npz
16501    0.013498        us-pa-pittsburgh-hazelwood_43429bc3abfb5cfa.npz
18885    0.013496        us-pa-pittsburgh-hazelwood_8639533b48475595.npz
3588     0.013493        sg-one-north_7b37a1eeb9365b54.npz
223      0.013492        sg-one-north_0919bec139175b63.npz
18615    0.013489        us-pa-pittsburgh-hazelwood_7ee8819a5a145fa2.npz
18497    0.013488        us-pa-pittsburgh-hazelwood_7bf779eaa1ac5779.npz
7646     0.013487        us-ma-boston_0a4e40e3a4b2506e.npz
6881     0.013485        sg-one-north_ebf7923f2ffc503c.npz
10541    0.013484        us-ma-boston_a6e48fa8a50b5e32.npz
18862    0.013478        us-pa-pittsburgh-hazelwood_85a348ec05c25742.npz
30       0.013477        sg-one-north_00ff4dc3dee758df.npz
10838    0.013476        us-ma-boston_b6a94663eece5533.npz
9685     0.013472        us-ma-boston_79afa26a886b5ad3.npz
15111    0.013469        us-pa-pittsburgh-hazelwood_1be9a62473675763.npz
20395    0.013469        us-pa-pittsburgh-hazelwood_b06a288f16c356f5.npz
10610    0.013464        us-ma-boston_aabceea20ca053eb.npz
16894    0.013461        us-pa-pittsburgh-hazelwood_4d656680817158bc.npz
22596    0.013461        us-pa-pittsburgh-hazelwood_f0cbdc32d31a5446.npz
9103     0.013460        us-ma-boston_5a9b8e6503b3542e.npz
10386    0.013460        us-ma-boston_9edd1962daed5e02.npz
22557    0.013458        us-pa-pittsburgh-hazelwood_efc8d91fd9d9537e.npz
4326     0.013458        sg-one-north_94bd978e35d0544d.npz
16670    0.013458        us-pa-pittsburgh-hazelwood_47dd533f2cdd5437.npz
19280    0.013456        us-pa-pittsburgh-hazelwood_915b6c44742d5c23.npz
16985    0.013455        us-pa-pittsburgh-hazelwood_5003086005a05ae8.npz
5107     0.013455        sg-one-north_afafc179fbfe5a53.npz
9940     0.013454        us-ma-boston_8685f399bf3351f1.npz
20484    0.013450        us-pa-pittsburgh-hazelwood_b2d56b2a300f51b7.npz
15297    0.013450        us-pa-pittsburgh-hazelwood_214b0e10e7625c1f.npz
19688    0.013449        us-pa-pittsburgh-hazelwood_9c23b3f48e1d5694.npz
11981    0.013448        us-ma-boston_f20995a445aa53dd.npz
11629    0.013448        us-ma-boston_df9f1c6284a553af.npz
16641    0.013448        us-pa-pittsburgh-hazelwood_47430c562b895d71.npz
20273    0.013447        us-pa-pittsburgh-hazelwood_ad127da7b81b58b8.npz
20316    0.013446        us-pa-pittsburgh-hazelwood_ae5e1c5b85545470.npz
17696    0.013439        us-pa-pittsburgh-hazelwood_639c59caee925107.npz
20582    0.013438        us-pa-pittsburgh-hazelwood_b57d6b8b882a5e84.npz
12017    0.013436        us-ma-boston_f42fa266f1f1571d.npz
16854    0.013436        us-pa-pittsburgh-hazelwood_4c60acd55c225e4d.npz
22915    0.013433        us-pa-pittsburgh-hazelwood_f9609a125cb2543a.npz
8659     0.013430        us-ma-boston_41aa6aa587af5dc5.npz
22713    0.013428        us-pa-pittsburgh-hazelwood_f3d8ff60d5085093.npz
22285    0.013428        us-pa-pittsburgh-hazelwood_e78d850bf2945a32.npz
21886    0.013426        us-pa-pittsburgh-hazelwood_dc0a589b474c58d6.npz
22049    0.013425        us-pa-pittsburgh-hazelwood_e0dbd5b8d1445218.npz
509      0.013423        sg-one-north_1231d0bec60655f8.npz
11073    0.013423        us-ma-boston_c1daa7d7829f54df.npz
10660    0.013422        us-ma-boston_adcbe0c5a95a5759.npz
15886    0.013422        us-pa-pittsburgh-hazelwood_326dbd3787c6545a.npz
11169    0.013421        us-ma-boston_c672ffa2b7535044.npz
583      0.013415        sg-one-north_147db5d8414853ac.npz
15045    0.013414        us-pa-pittsburgh-hazelwood_1a08c753ac3a5305.npz
9131     0.013411        us-ma-boston_5bb321e66a425163.npz
18739    0.013411        us-pa-pittsburgh-hazelwood_82a0ae99ac5a5d41.npz
5783     0.013411        sg-one-north_c5ca30e848cd50f0.npz
12380    0.013410        us-nv-las-vegas-strip_11466ba5aae65990.npz
20866    0.013410        us-pa-pittsburgh-hazelwood_bd3ad3819cbc50b6.npz
8719     0.013405        us-ma-boston_4545b3f81a125033.npz
7721     0.013404        us-ma-boston_0ea3da6353495f5a.npz
11056    0.013403        us-ma-boston_c129d910f62750c8.npz
10373    0.013399        us-ma-boston_9e462d997088547d.npz
22818    0.013398        us-pa-pittsburgh-hazelwood_f6d1fe499b145099.npz
11651    0.013397        us-ma-boston_e0a831fe54ae5a32.npz
21557    0.013393        us-pa-pittsburgh-hazelwood_d32bd9cde936567e.npz
21491    0.013389        us-pa-pittsburgh-hazelwood_d0d56912031c5c49.npz
15306    0.013387        us-pa-pittsburgh-hazelwood_21b3f6ab60f654ef.npz
20270    0.013384        us-pa-pittsburgh-hazelwood_ace63607c403543a.npz
19141    0.013382        us-pa-pittsburgh-hazelwood_8d466daad0d8586c.npz
22595    0.013381        us-pa-pittsburgh-hazelwood_f0c7620589ed5e3c.npz
204      0.013381        sg-one-north_0856cc5e27395c6f.npz
13679    0.013377        us-nv-las-vegas-strip_c3ad2d6b141555ac.npz
14783    0.013374        us-pa-pittsburgh-hazelwood_1296df59e80b52ed.npz
20834    0.013374        us-pa-pittsburgh-hazelwood_bc8c8ec2a56653ca.npz
6975     0.013374        sg-one-north_ef210e297f625db6.npz
7547     0.013373        us-ma-boston_04f0e45b92055bd9.npz
18364    0.013372        us-pa-pittsburgh-hazelwood_77610adfda215551.npz
8387     0.013372        us-ma-boston_318b7fa823cb5c8c.npz
17520    0.013368        us-pa-pittsburgh-hazelwood_5edfef2bff0f51f2.npz
609      0.013364        sg-one-north_152a5dc766a256dd.npz
16080    0.013361        us-pa-pittsburgh-hazelwood_376350b737195ecd.npz
4538     0.013359        sg-one-north_9b62356166fc534a.npz
21761    0.013357        us-pa-pittsburgh-hazelwood_d8ae58600bfc5709.npz
5073     0.013357        sg-one-north_aea1aea004db549e.npz
850      0.013353        sg-one-north_1d1f08af6b005fd1.npz
20665    0.013353        us-pa-pittsburgh-hazelwood_b7e6b4ce2aa75e00.npz
10305    0.013350        us-ma-boston_9a67456a7c1e5d41.npz
11998    0.013349        us-ma-boston_f360890956d2593d.npz
10053    0.013347        us-ma-boston_8c3c7b7c03db59e4.npz
20379    0.013346        us-pa-pittsburgh-hazelwood_aff0df35a4d753b6.npz
18983    0.013345        us-pa-pittsburgh-hazelwood_89013c65f85955ea.npz
22813    0.013344        us-pa-pittsburgh-hazelwood_f6bc98aea76b5f34.npz
18308    0.013343        us-pa-pittsburgh-hazelwood_760bd23df86e511b.npz
14466    0.013343        us-pa-pittsburgh-hazelwood_08f3c178440c54c4.npz
9187     0.013340        us-ma-boston_5fd0a22c477c532d.npz
4472     0.013340        sg-one-north_992c5e22a1425e78.npz
6187     0.013339        sg-one-north_d43150c7c0cd5757.npz
10355    0.013337        us-ma-boston_9cf23fc803165687.npz
19403    0.013336        us-pa-pittsburgh-hazelwood_9473c9b161855449.npz
13642    0.013335        us-nv-las-vegas-strip_be4b6bfe33b65268.npz
20633    0.013331        us-pa-pittsburgh-hazelwood_b6f51b08f2345d05.npz
20074    0.013329        us-pa-pittsburgh-hazelwood_a70fda33c00a5a3a.npz
15482    0.013327        us-pa-pittsburgh-hazelwood_262aa1d8a2d3581a.npz
8093     0.013326        us-ma-boston_22a20eb63b1b5f9b.npz
4568     0.013325        sg-one-north_9c643da562d45558.npz
11436    0.013322        us-ma-boston_d579c561c5575e90.npz
14277    0.013321        us-pa-pittsburgh-hazelwood_03d4267de6895d42.npz
5720     0.013319        sg-one-north_c3daf5b8abe15d0e.npz
8769     0.013318        us-ma-boston_48b8b274142652a7.npz
13873    0.013312        us-nv-las-vegas-strip_dc6ae74b1a2e5fa0.npz
3486     0.013312        sg-one-north_770e0c3ee2295ade.npz
20518    0.013310        us-pa-pittsburgh-hazelwood_b3a95092f38152ab.npz
16320    0.013308        us-pa-pittsburgh-hazelwood_3e9739ad54a852e3.npz
7874     0.013307        us-ma-boston_175cbc3309fa5083.npz
19226    0.013306        us-pa-pittsburgh-hazelwood_8ff7dc8a08bb54f4.npz
15361    0.013305        us-pa-pittsburgh-hazelwood_2310ca04524352eb.npz
4672     0.013304        sg-one-north_9fb93e3e00ea5bd5.npz
19589    0.013299        us-pa-pittsburgh-hazelwood_9954bde70dfd56fe.npz
9641     0.013297        us-ma-boston_77e7ae538586547b.npz
16589    0.013295        us-pa-pittsburgh-hazelwood_45b913ac54765eab.npz
15773    0.013292        us-pa-pittsburgh-hazelwood_2f166e9ae68052aa.npz
4781     0.013292        sg-one-north_a3c886b465f95b32.npz
19381    0.013290        us-pa-pittsburgh-hazelwood_93f40088d4555369.npz
17276    0.013289        us-pa-pittsburgh-hazelwood_57fded2586dc5490.npz
21305    0.013288        us-pa-pittsburgh-hazelwood_cb3f363d134b59ca.npz
20054    0.013287        us-pa-pittsburgh-hazelwood_a642bf11aafe5ada.npz
20194    0.013287        us-pa-pittsburgh-hazelwood_aae6d14839005be2.npz
4647     0.013286        sg-one-north_9f2c4a361c0357df.npz
